1	0.16314328710238138
2	0.11420197619332208
3	0.08865530457761553
4	0.053452477686935
5	0.05787184606823656
6	0.038070319013463125
7	0.03749109390709135
8	0.04061387562089496
9	0.025409237792094547
10	0.023618640507467918
11	0.022587535333716206
12	0.023641372823880777
13	0.029452351646290884
14	0.02283062009761731
15	0.02736105386995607
16	0.03947681229975489
17	0.02230150904506445
18	0.01940657700308495
19	0.024334102041191526
20	0.013887017447915342
21	0.01632465613592002
22	0.030916673441727955
23	0.020723672376738653
24	0.01662140220610632
25	0.021890659738952916
26	0.01093545224931505
27	0.0167026836425066
28	0.011527366987946961
29	0.01660808299978574
30	0.013430219195369218
31	0.010528574076791605
32	0.014389720253853334
33	0.016897846530709002
34	0.012709662758020891
35	0.009429403140933977
36	0.01368189685874515
37	0.014256350851307312
38	0.018193574467053015
39	0.011887988230834404
40	0.013935016933828592
41	0.011324007322804796
42	0.014458519199656116
43	0.01620373647246096
44	0.011149867644740475
45	0.016444254252645705
46	0.011236210379542576
47	0.012293950965007147
48	0.01415101159363985
49	0.016264087934460904
50	0.0140513325523999
